gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,modo,componente,tamanho_componente,origem,posicao_ranking,relacionado,vizinhos_no_corpus,ligacoes_possiveis_no_corpus
sentry-ruby,sentry-ruby/lib/sentry/profiler.rb,a940dfdb5a64,error handling,21.6,108,0,25,0.5,0,0.0,8,2,8,1.0,isolado,sentry-ruby#1,51,diversidade,42,True,1,1
spring,lib/spring/watcher.rb,b7f3fd04b2ed,testing,4.7,8,100,100,0.0,0,33.3,3,1,3,1.0,isolado,spring#0,7,diversidade,25,False,0,0
sprockets,lib/sprockets/base.rb,73c5a5316bd1,assets,7.7,28,0,36,3.67,2,0.0,11,3,11,1.0,isolado,sprockets#3,17,grupo,,True,5,5
sprockets,lib/sprockets/compressing.rb,73c5a5316bd1,assets,8.2,17,0,78,0.5,0,0.0,9,2,6,0.667,isolado,sprockets#3,17,grupo,,True,1,1
sprockets,lib/sprockets/configuration.rb,73c5a5316bd1,assets,3.5,5,0,100,4.0,0,0.0,6,2,5,0.833,isolado,sprockets#3,17,grupo,85,True,1,1
sprockets,lib/sprockets/digest_utils.rb,73c5a5316bd1,assets,4.5,15,0,50,0.5,0,0.0,12,2,11,0.917,isolado,sprockets#3,17,grupo,,True,2,2
sprockets,lib/sprockets/http_utils.rb,73c5a5316bd1,assets,9.1,27,0,57,0.5,0,0.0,7,2,7,1.0,isolado,sprockets#3,17,grupo,,True,2,2
sprockets,lib/sprockets/jst_processor.rb,73c5a5316bd1,assets,4,8,60,40,0.0,0,0.0,5,2,5,1.0,isolado,sprockets#20,1,diversidade,47,False,0,0
sprockets,lib/sprockets/loader.rb,73c5a5316bd1,assets,29.6,92,0,100,4.0,0,0.0,8,2,8,1.0,isolado,sprockets#3,17,grupo,,True,7,7
sprockets,lib/sprockets/mime.rb,73c5a5316bd1,assets,8.2,19,0,100,1.0,0,0.0,5,2,4,0.8,isolado,sprockets#3,17,grupo,,True,2,2
sprockets,lib/sprockets/path_dependency_utils.rb,73c5a5316bd1,assets,4.7,8,0,33,1.0,0,0.0,3,2,3,1.0,isolado,sprockets#3,17,grupo,,True,2,2
sprockets,lib/sprockets/path_digest_utils.rb,73c5a5316bd1,assets,6.3,11,0,67,1.0,0,0.0,3,2,3,1.0,isolado,sprockets#3,17,grupo,,True,3,3
sprockets,lib/sprockets/path_utils.rb,73c5a5316bd1,assets,8.9,18,0,71,0.5,0,0.0,21,2,21,1.0,isolado,sprockets#3,17,grupo,,True,6,6
sprockets,lib/sprockets/paths.rb,73c5a5316bd1,assets,5.9,13,0,86,1.0,0,0.0,7,2,6,0.857,isolado,sprockets#3,17,grupo,,True,3,3
sprockets,lib/sprockets/processing.rb,73c5a5316bd1,assets,6.6,23,0,63,1.5,0,0.0,19,2,14,0.737,isolado,sprockets#3,17,grupo,,True,4,4
sprockets,lib/sprockets/processor_utils.rb,73c5a5316bd1,assets,7.3,17,11,78,0.33,1,0.0,9,3,9,1.0,isolado,sprockets#3,17,grupo,,True,3,3
sprockets,lib/sprockets/resolve.rb,73c5a5316bd1,assets,13.7,28,0,75,1.5,0,0.0,12,2,12,1.0,isolado,sprockets#3,17,grupo,,True,4,4
sprockets,lib/sprockets/transformers.rb,73c5a5316bd1,assets,10.9,25,0,100,1.5,0,0.0,8,2,8,1.0,isolado,sprockets#3,17,grupo,,True,3,3
sprockets,lib/sprockets/uri_utils.rb,73c5a5316bd1,assets,7.6,19,0,64,0.5,0,0.0,11,2,11,1.0,isolado,sprockets#3,17,grupo,,True,4,4
sprockets,lib/sprockets/utils.rb,73c5a5316bd1,assets,14.8,26,0,75,0.5,0,50.0,8,2,8,1.0,isolado,sprockets#3,17,grupo,,True,6,6
state_machines,lib/state_machines/async_mode/async_transition_collection.rb,219b43ea588f,state machines,21.8,36,0,100,0.0,2,40.0,5,4,5,1.0,isolado,state_machines#2,20,grupo,,True,1,1
state_machines,lib/state_machines/branch.rb,219b43ea588f,state machines,10.9,37,0,75,0.5,0,8.3,12,2,12,1.0,isolado,state_machines#2,20,grupo,,True,2,5
state_machines,lib/state_machines/callback.rb,219b43ea588f,state machines,14.4,22,0,100,0.5,0,60.0,5,2,5,1.0,isolado,state_machines#2,20,grupo,,True,1,3
state_machines,lib/state_machines/eval_helpers.rb,219b43ea588f,state machines,42,65,0,100,0.0,0,133.3,3,2,3,1.0,isolado,state_machines#2,20,grupo,,True,2,3
state_machines,lib/state_machines/event.rb,219b43ea588f,state machines,10.2,29,0,77,0.5,0,15.4,13,2,13,1.0,isolado,state_machines#2,20,grupo,,True,1,4
state_machines,lib/state_machines/event_collection.rb,219b43ea588f,state machines,7.6,26,0,80,0.0,1,20.0,5,2,5,1.0,isolado,state_machines#2,20,grupo,,True,1,2
state_machines,lib/state_machines/integrations.rb,219b43ea588f,state machines,4.3,9,100,83,0.0,0,0.0,6,2,6,1.0,isolado,state_machines#2,20,grupo,,True,1,1
state_machines,lib/state_machines/machine/callbacks.rb,219b43ea588f,state machines,5.2,10,0,20,0.0,0,0.0,5,3,3,0.6,isolado,state_machines#2,20,grupo,,True,1,1
state_machines,lib/state_machines/machine/configuration.rb,219b43ea588f,state machines,21,55,0,100,1.67,0,100.0,5,3,5,1.0,isolado,state_machines#2,20,grupo,3,True,2,5
state_machines,lib/state_machines/machine/event_methods.rb,219b43ea588f,state machines,13.3,28,0,67,0.0,0,0.0,3,3,3,1.0,isolado,state_machines#2,20,grupo,,True,1,2
state_machines,lib/state_machines/machine/state_methods.rb,219b43ea588f,state machines,9.4,32,0,100,0.0,0,57.1,7,3,7,1.0,isolado,state_machines#2,20,grupo,,True,1,2
state_machines,lib/state_machines/machine_collection.rb,219b43ea588f,state machines,16.5,26,0,100,0.0,1,0.0,4,2,4,1.0,isolado,state_machines#2,20,grupo,,True,1,3
state_machines,lib/state_machines/node_collection.rb,219b43ea588f,state machines,5.7,16,0,90,0.5,0,5.0,20,2,20,1.0,isolado,state_machines#2,20,grupo,,True,3,13
state_machines,lib/state_machines/options_validator.rb,219b43ea588f,state machines,8.2,11,100,75,0.0,0,0.0,4,2,4,1.0,isolado,state_machines#2,20,grupo,,True,13,13
state_machines,lib/state_machines/path.rb,219b43ea588f,state machines,3.8,8,0,92,0.0,1,0.0,13,2,13,1.0,isolado,state_machines#2,20,grupo,,True,1,3
state_machines,lib/state_machines/path_collection.rb,219b43ea588f,state machines,5.5,13,0,50,0.0,1,0.0,6,2,4,0.667,isolado,state_machines#2,20,grupo,,True,1,4
state_machines,lib/state_machines/state.rb,219b43ea588f,state machines,10.2,49,0,82,0.5,0,41.2,17,2,16,0.941,isolado,state_machines#2,20,grupo,,True,1,6
state_machines,lib/state_machines/state_collection.rb,219b43ea588f,state machines,4.7,12,0,83,0.0,1,0.0,6,2,6,1.0,isolado,state_machines#2,20,grupo,,True,1,3
state_machines,lib/state_machines/state_context.rb,219b43ea588f,state machines,16,33,0,100,0.5,1,33.3,3,2,3,1.0,isolado,state_machines#2,20,grupo,,True,1,2
state_machines,lib/state_machines/transition_collection.rb,219b43ea588f,state machines,9.9,46,0,50,0.0,2,30.0,20,3,16,0.8,isolado,state_machines#2,20,grupo,,True,2,4
thin,lib/thin/backends/unix_server.rb,84a5188612d8,web servers,4.6,12,0,14,0.0,2,14.3,7,4,6,0.857,isolado,thin#5,1,diversidade,27,False,0,0
twilio-ruby,lib/twilio-ruby/rest/api/v2010.rb,c58e213a6f04,third-party apis,3.3,11,0,7,0.0,2,0.0,29,4,29,1.0,isolado,twilio-ruby#15,1,diversidade,44,False,0,0
tzinfo,lib/tzinfo/timezone.rb,d5893c99bbcd,date and time processing,5.5,36,31,33,0.17,1,0.0,48,6,45,0.938,isolado,tzinfo#1,15,diversidade,36,False,0,0
vcr,lib/vcr/cassette/serializers/json.rb,5dcacdf69bd6,testing,5,7,0,0,0.75,0,0.0,3,4,3,1.0,isolado,vcr#8,1,diversidade,15,False,0,0
zeitwerk,lib/zeitwerk/gem_loader.rb,607973fc0bd8,code loaders,11.2,25,25,50,0.5,1,0.0,4,2,4,1.0,isolado,zeitwerk#2,4,grupo,,True,2,2
zeitwerk,lib/zeitwerk/loader.rb,607973fc0bd8,code loaders,13.4,67,16,81,3.5,0,3.2,31,2,31,1.0,isolado,zeitwerk#2,4,grupo,,True,2,2
zeitwerk,lib/zeitwerk/loader/config.rb,607973fc0bd8,code loaders,7.2,18,0,85,2.0,0,0.0,27,1,26,0.963,isolado,zeitwerk#2,4,grupo,,True,2,2
zeitwerk,lib/zeitwerk/registry.rb,607973fc0bd8,code loaders,9.7,23,100,67,0.0,0,0.0,3,2,3,1.0,isolado,zeitwerk#2,4,grupo,174,True,2,2
